Unnamed: 0.1,Unnamed: 0,Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,translated,translated cleaned,sentiment Scores,sentiment,sentiment_label,SVM Predicted Label
9506,9506,metawinscheeks,@yunamusic @Hafizi_Sohaimi Yuna why are you so cute sjjsjsjss😭🤏🏼,2021-02-01 14:23:46+00:00,0,0,0,Twitter for iPhone,1356246870100598785,1356232156696072194,reply,Celebrity,@yunamusic @Hafizi_Sohaimi Yuna why are you so cute sjjsjsjss😭🤏🏼,yuna cute sjjsjsjss,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,Positive,1.0
9507,9507,notcookieo,@yunamusic hi love drop ur skincare routine queen,2021-02-01 15:07:47+00:00,0,0,0,Twitter for Android,1356257949811806210,1356232156696072194,reply,Celebrity,@yunamusic hi love drop ur skincare routine queen,love drop skincare routine queen,"{'neg': 0.226, 'neu': 0.323, 'pos': 0.452, 'compound': 0.4767}",0.4767,Positive,
9510,9510,kayarukawa,"@yunamusic hidung ka ronbot kangaq tu..😝😝😝😝

lawak ja yuna....jgn marah na..😆😆",2021-02-01 15:38:28+00:00,0,0,0,Twitter for Android,1356265670665777154,1356232156696072194,reply,Celebrity,"@yunamusic, your nose is so big..😝😝😝😝

just kidding, yuna....don't get mad..😆😆",nose big kidding yunadont mad,"{'neg': 0.421, 'neu': 0.395, 'pos': 0.184, 'compound': -0.4215}",-0.4215,Negative,
9511,9511,nureenanis_,@yunamusic Hahahahahahua comel,2021-02-01 15:42:36+00:00,0,0,0,Twitter for Android,1356266710525861888,1356232156696072194,reply,Celebrity,@yunamusic Hahahahahaha cute,hahahahahaha cute,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,
9515,9515,dearmiyaaa,@yunamusic Ya Allah betul sangat 😂,2021-02-01 16:59:59+00:00,0,0,0,Twitter for iPhone,1356286183228071936,1356232156696072194,reply,Celebrity,"@yunamusic Oh God, it's so true 😂",god true,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,Positive,
9517,9517,raimiredmi,@yunamusic Astaga ingatkan sape lah.. Yuna rupanya,2021-02-01 17:22:04+00:00,0,0,0,Twitter for Android,1356291742509633537,1356232156696072194,reply,Celebrity,@yunamusic God remind me who it is.. Yuna apparently,god remind yuna,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Positive,
9523,9523,xiuqah,"@yunamusic Nihao! Saya nak bantu anak Malaysia yang betul² berminat nak BELAJAR MANDARIN via ONLINE 🤠 for upgrade skills and get an International Certificate 
DM me 📲  https://t.co/IHl8lruoCN https://t.co/TcGqSOO7w3",2021-02-02 05:12:15+00:00,0,1,0,Twitter for Android,1356470464990732294,1356232156696072194,reply,Celebrity,"@yunamusic Nihao! I want to help Malaysian children who are really interested in LEARNING MANDARIN via ONLINE 🤠 for upgrading skills and getting an International Certificate
DM me 📲 https://t.co/IHl8lruoCN https://t.co/TcGqSOO7w3",nihao malaysian children interested learning mandarin online upgrading skills international certificate dm,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,Positive,1.0
9524,9524,nfwa7,"@yunamusic Yuna xyah buat muka comel sngt, cepuk kang 😂",2021-02-02 07:33:13+00:00,0,0,0,Twitter for Android,1356505940216877058,1356232156696072194,reply,Celebrity,"@yunamusic Yuna xyah makes a very cute face, pat on the head 😂",yuna xyah cute face pat head,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.4588,Positive,
9530,9530,AbeAmir98,@yunamusic i dont even have the energy to go through another home-ridden March https://t.co/mBtxvYVnBJ,2021-02-02 13:43:28+00:00,0,0,0,Twitter for Android,1356599116772438016,1356232156696072194,reply,Celebrity,@yunamusic i dont even have the energy to go through another home-ridden March https://t.co/mBtxvYVnBJ,dont energy homeridden march,"{'neg': 0.377, 'neu': 0.623, 'pos': 0.0, 'compound': -0.2057}",-0.2057,Negative,
9531,9531,zvriefazmi,@yunamusic @ipanwrld cumils je hidung die,2021-02-03 09:53:50+00:00,0,0,0,Twitter for iPhone,1356903715706335236,1356232156696072194,reply,Celebrity,@yunamusic @ipanwrld just kiss your nose,kiss nose,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive,
9532,9532,imdaniall,"@yunamusic Aduhhh, hidup ni jangan complicated sgt ibarat cable phone yg berbelit belit sampai dah nak putus tu. 

Pakai wireless charging kan senang. 
Mana nak cari? 

https://t.co/FU32j64nr9 jelah senang. Kualiti mmg tip top🤩",2021-02-03 13:56:48+00:00,0,0,0,Twitter for iPhone,1356964858424528897,1356232156696072194,reply,Celebrity,"@yunamusic Awhhh, don't make life so complicated, it's like a cable phone that's so tangled up that it's about to break.

Using wireless charging is easy.
Where to find?

https://t.co/FU32j64nr9 it's fun. The quality is tip top 🤩",awhhh life complicated cable phone tangled break wireless charging easy fun quality,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",0.7351,Positive,
9535,9535,AzlilAdzif,@yunamusic Omg tay tawan https://t.co/xtOocKNYdS,2021-01-23 16:06:43+00:00,12,1,0,Twitter for iPhone,1353011288461336582,1353009616230080513,reply,Celebrity,@yunamusic Omg let's laugh https://t.co/xtOocKNYdS,omg laugh,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}",0.5574,Positive,
9538,9538,theMaalizi,@yunamusic Queen Yuna i love you♥️ https://t.co/yoCR9qyedr,2021-01-23 16:34:27+00:00,8,0,0,Twitter Web App,1353018269263917056,1353009616230080513,reply,Celebrity,@yunamusic Queen Yuna i love you♥️ https://t.co/yoCR9qyedr,queen yuna love,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive,
9541,9541,ahyiyuu,@yunamusic hiiii love crush 🤧🤧🤧 watch 2gether for clear skin yunaaa 😚🤝,2021-01-23 17:17:48+00:00,0,0,1,Twitter for iPhone,1353029177755111424,1353009616230080513,reply,Celebrity,@yunamusic hiiii love crush 🤧🤧🤧 watch 2gether for clear skin yunaaa 😚🤝,hiiii love crush watch gether clear skin yunaaa,"{'neg': 0.119, 'neu': 0.373, 'pos': 0.507, 'compound': 0.7351}",0.7351,Positive,
9552,9552,kayyaos,@yunamusic CUTE 🥺,2021-01-23 17:30:25+00:00,0,0,0,Twitter for Android,1353032351953997826,1353009616230080513,reply,Celebrity,@yunamusic CUTE 🥺,cute,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,Positive,
9557,9557,tezuke_zone07,@yunamusic Awww..Yuna noticed your reply @Tawan_V Now one of my dream Yuna made song and sing with Tay Tawan..💙💙,2021-01-24 02:58:07+00:00,1,0,0,Twitter for Android,1353175217846149121,1353009616230080513,reply,Celebrity,@yunamusic Awww..Yuna noticed your reply @Tawan_V Now one of my dream Yuna made song and sing with Tay Tawan..💙💙,noticed reply dream yuna song sing tay tawan,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}",0.25,Positive,
9558,9558,flirtaynew,@yunamusic OMG THIS IS SO CUTE 🥺😭 @Tawan_V @yunamusic is a collab possible? 💙,2021-01-24 03:02:09+00:00,5,0,0,Twitter for iPhone,1353176231940820992,1353009616230080513,reply,Celebrity,@yunamusic OMG THIS IS SO CUTE 🥺😭 @Tawan_V @yunamusic is a collab possible? 💙,omg cute collab,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,Positive,
9559,9559,mintyllw,@yunamusic Yuna know Tay Tawan ??? Wow,2021-01-24 03:32:28+00:00,2,0,0,Twitter for Android,1353183860977061889,1353009616230080513,reply,Celebrity,@yunamusic Who do you know??? Wow,wow,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,Positive,1.0
9561,9561,midoriihime,@yunamusic Oh my!!!  Can both of you do the collab please? In IG or Youtube Live maybe? It's gonna be awesome! @yunamusic @Tawan_V,2021-01-24 04:51:04+00:00,2,0,0,Twitter for Android,1353203643000872960,1353009616230080513,reply,Celebrity,@yunamusic Oh my!!!  Can both of you do the collab please? In IG or Youtube Live maybe? It's gonna be awesome! @yunamusic @Tawan_V,collab youtube live gonna awesome,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,
9562,9562,lalapnks,@yunamusic @Tawan_V your chance to ask for collab and finally a mini concert in malaysia 🙏🏻,2021-01-24 05:00:32+00:00,0,1,0,Twitter for Android,1353206027177484291,1353009616230080513,reply,Celebrity,@yunamusic @Tawan_V your chance to ask for collab and finally a mini concert in malaysia 🙏🏻,chance collab finally mini concert malaysia,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}",0.25,Positive,
9565,9565,xanderwii,@yunamusic What a cute interaction 🤧🥺,2021-01-24 06:24:01+00:00,0,0,0,Twitter for Android,1353227033862500352,1353009616230080513,reply,Celebrity,@yunamusic What a cute interaction 🤧🥺,cute interaction,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,Positive,
9572,9572,Mitchell__V,"@yunamusic Ma'am, when will you have a collaboration with your sister in law Bunga Citra Lestari?🥺
It must be good 😭😭😭",2021-01-24 08:39:58+00:00,1,0,1,Twitter for Android,1353261246938632192,1353009616230080513,reply,Celebrity,"@yunamusic Ma'am, when will you have a collaboration with your sister in law Bunga Citra Lestari?🥺
It must be good 😭😭😭",maam collaboration sister law bunga citra lestari good,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive,
9573,9573,ashiralism,@yunamusic OMG TAY TAWAN 😳,2021-01-24 09:08:31+00:00,0,0,0,Twitter for iPhone,1353268433060646914,1353009616230080513,reply,Celebrity,@yunamusic OMG YOU LAUGH 😳,omg laugh,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}",0.5574,Positive,
9579,9579,Nana__naaaaaa,@yunamusic Ohooo you got noticed baby @Tawan_V Congrats 🎉🎉🎉,2021-01-23 18:13:12+00:00,0,0,0,Twitter for Android,1353043120733253632,1353009616230080513,reply,Celebrity,@yunamusic Ohooo you got noticed baby @Tawan_V Congrats 🎉🎉🎉,ohooo noticed baby congrats,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.5267}",0.5267,Positive,
9580,9580,YOUNGMlNO,@yunamusic Do a collaboration challenge,2021-01-23 18:27:01+00:00,0,0,0,Twitter for Android,1353046594505986050,1353009616230080513,reply,Celebrity,@yunamusic Do a collaboration challenge,collaboration challenge,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,Positive,
9594,9594,winsouris,@yunamusic YUNA BE HONEST YOU ALSO STAN HIM DONT U???,2021-01-24 05:43:58+00:00,0,0,0,Twitter for iPhone,1353216955969277952,1353009616230080513,reply,Celebrity,@yunamusic YUNA BE HONEST YOU ALSO STAN HIM DONT U???,yuna honest stan dont,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,Positive,
9596,9596,jhanracha,@yunamusic sanaol may notice kay idol @Tawan_V try mo nga sakin,2021-01-24 06:00:39+00:00,0,0,0,Twitter for Android,1353221155935592448,1353009616230080513,reply,Celebrity,"@yunamusic I hope idol @Tawan_V has a notice, try me",hope idol notice,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,
9604,9604,madmissmokhtar,@yunamusic I think folks love the old ones because of the feeling of the wow factor of discovering you and your voice for the first time that took us by surprise! That falling in love feeling is hard to beat!,2021-01-16 18:09:17+00:00,30,0,2,Twitter for Android,1350505420067020800,1350484390627840000,reply,Celebrity,@yunamusic I think folks love the old ones because of the feeling of the wow factor of discovering you and your voice for the first time that took us by surprise! That falling in love feeling is hard to beat!,folks love feeling wow factor discovering voice time surprise falling love feeling hard beat,"{'neg': 0.114, 'neu': 0.228, 'pos': 0.658, 'compound': 0.936}",0.936,Positive,1.0
9605,9605,ainizzaty_y,@yunamusic YES IT IS!!! Definitely sentimental value,2021-01-16 16:46:31+00:00,0,0,0,Twitter for iPhone,1350484587571339264,1350484390627840000,reply,Celebrity,@yunamusic YES IT IS!!! Definitely sentimental value,sentimental,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,Positive,
9607,9607,Ceeeeboo,@yunamusic Yes. It's the moment I first heard Rescue for me. I remember how I felt when I did. It made me look up more songs by you.,2021-01-16 16:47:18+00:00,0,0,0,Twitter for Android,1350484784238256131,1350484390627840000,reply,Celebrity,@yunamusic Yes. It's the moment I first heard Rescue for me. I remember how I felt when I did. It made me look up more songs by you.,moment heard rescue remember felt songs,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,Positive,
9608,9608,nabilahudatahar,@yunamusic Tbh I dont listen to your new songs as much bcos It takes time for me to like them. But your old songs sebab dah lekat dlm kepala otak and the lyrics are brilliant,2021-01-16 16:47:44+00:00,114,14,1,Twitter for Android,1350484896456663041,1350484390627840000,reply,Celebrity,@yunamusic Tbh I dont listen to your new songs as much bcos It takes time for me to like them. But your old songs sebab dah lekat dlm kepala otak and the lyrics are brilliant,tbh dont listen songs bcos takes time songs sebab dah lekat dlm kepala otak lyrics brilliant,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5859}",0.5859,Positive,1.0
9610,9610,kuetiaomeow,@yunamusic i think bcs they are timeless macam sampai ada cucu pun i'll cry over/dance to it :( since it felt closer or familiar idk,2021-01-16 16:55:23+00:00,1,0,0,Twitter Web App,1350486822397202433,1350484390627840000,reply,Celebrity,@yunamusic i think bcs they are timeless macam sampai ada cucu pun i'll cry over/dance to it :( since it felt closer or familiar idk,bcs timeless macam sampai ada cucu pun ill overdance felt closer familiar idk,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative,
9611,9611,kk_zmni,@yunamusic Cuz most of the old songs related with zaman ‘teenager’ dulu. Dulu kita zaman emo2 and sendu. New music best but dia macam lupa after a few months but we still excited with your new music! ✨,2021-01-16 16:55:27+00:00,29,0,0,Twitter for iPhone,1350486839191244800,1350484390627840000,reply,Celebrity,@yunamusic Cuz most of the old songs related with zaman ‘teenager’ dulu. Dulu kita zaman emo2 and sendu. New music best but dia macam lupa after a few months but we still excited with your new music! ✨,cuz songs zaman teenager dulu dulu kita zaman emo sendu music dia macam lupa months excited music,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.34,Positive,
9612,9612,_alfhkm,"@yunamusic 1. because they're nostalgic
2. i really think because they're Malay songs (make sense)

i love your music regardless",2021-01-16 16:56:38+00:00,3,0,0,Twitter for Android,1350487133547425792,1350484390627840000,reply,Celebrity,"@yunamusic 1. because they're nostalgic
2. i really think because they're Malay songs (make sense)

i love your music regardless",nostalgic malay songs sense love music,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive,
9613,9613,SamadSaidWhaaat,@yunamusic Nostalgia definitely plays a big role. Your new songs are much definitely a vibe though.,2021-01-16 16:56:47+00:00,17,3,0,Twitter Web App,1350487173670207488,1350484390627840000,reply,Celebrity,@yunamusic Nostalgia definitely plays a big role. Your new songs are much definitely a vibe though.,nostalgia plays big role songs vibe,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}",0.25,Positive,
9614,9614,AGNEZMOxTEAM,"@yunamusic remember when 1st time i listen to your song ""DAN SEBENARNYA"" in 2010/2011 if i'm not mistaken with my father (almarhum), sampai sekarang kalau dengar lagu itu selalu ingat arwah beliau.😔 Al-Fatihah for him.❤",2021-01-16 16:59:12+00:00,7,0,0,Twitter for Android,1350487779336065024,1350484390627840000,reply,Celebrity,"@yunamusic remember when the 1st time I listened to your song ""DAN SEBENARNYA"" in 2010/2011 if I'm not mistaken with my father (deceased), until now when I hear that song I always remember his spirit. 😔 Al-Fatihah for him. ❤",remember time listened song dan sebenarnya mistaken father deceased hear song remember spirit alfatihah,"{'neg': 0.154, 'neu': 0.741, 'pos': 0.105, 'compound': -0.2023}",-0.2023,Negative,
9615,9615,ZetyNellyasmin,@yunamusic @RasyidahTahir Mostly its because of the sense of belonging to the old songs? Like we all can somehow relate to it? Tbh your newer songs need some time for us to digest. It does show your creativity and exploration as an artist we do appreciate it a lot. And to see how much you expanded through,2021-01-16 17:00:29+00:00,36,3,1,Twitter for iPhone,1350488103790673920,1350484390627840000,reply,Celebrity,@yunamusic @RasyidahTahir Mostly its because of the sense of belonging to the old songs? Like we all can somehow relate to it? Tbh your newer songs need some time for us to digest. It does show your creativity and exploration as an artist we do appreciate it a lot. And to see how much you expanded through,sense belonging songs relate tbh newer songs time digest creativity exploration artist lot expanded,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.5423}",0.5423,Positive,1.0
9616,9616,inszyaniely,"@yunamusic Okay for me, I love both new and old, but the old songs take me back to my childhood life. It feels nostalgic.",2021-01-16 16:47:27+00:00,0,0,0,Twitter for Android,1350484825669419010,1350484390627840000,reply,Celebrity,"@yunamusic Okay for me, I love both new and old, but the old songs take me back to my childhood life. It feels nostalgic.",love songs childhood life feels nostalgic,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive,
9618,9618,mier_lan,@yunamusic Nostalgia is one hell of a drug,2021-01-16 16:48:19+00:00,0,0,0,Twitter for Android,1350485040938016776,1350484390627840000,reply,Celebrity,@yunamusic Nostalgia is one hell of a drug,nostalgia hell drug,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative,
9619,9619,wunnymusic,@yunamusic I LOVE YOUR NEW SONGS! I’ll do Castaway live one day! Just wait for it kak yuna ❤️,2021-01-16 16:48:49+00:00,0,0,0,Twitter for iPhone,1350485167501045763,1350484390627840000,reply,Celebrity,@yunamusic I LOVE YOUR NEW SONGS! I’ll do Castaway live one day! Just wait for it kak yuna ❤️,love songs ill castaway live day wait kak yuna,"{'neg': 0.2, 'neu': 0.5, 'pos': 0.3, 'compound': 0.34}",0.34,Positive,
9620,9620,asiahsuhaimi,"@yunamusic absolutely i love the classic melody like ""dan sebenarnya.."". i love all of you YUNALISS",2021-01-16 16:49:49+00:00,0,0,0,Twitter Web App,1350485421164163073,1350484390627840000,reply,Celebrity,"@yunamusic absolutely i love the classic melody like ""dan sebenarnya.."". i love all of you YUNALISS",absolutely love classic melody dan sebenarnya love yunaliss,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.8746}",0.8746,Positive,1.0
9621,9621,HangHaikal,@yunamusic For me personally I think the lyrics were more beautifully crafted and not too much mainstream(kot?),2021-01-16 16:50:16+00:00,0,0,0,Twitter for iPhone,1350485532636139521,1350484390627840000,reply,Celebrity,@yunamusic For me personally I think the lyrics were more beautifully crafted and not too much mainstream(kot?),personally lyrics beautifully crafted mainstreamkot,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,Positive,1.0
9624,9624,AzwanRizani,@yunamusic 12 years old? Seriously? We've been stuck in a time loop of your old songs.,2021-01-16 16:53:05+00:00,0,0,0,Twitter for Android,1350486242002046981,1350484390627840000,reply,Celebrity,@yunamusic 12 years old? Seriously? We've been stuck in a time loop of your old songs.,years weve stuck time loop songs,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative,
9626,9626,bornfeb92,"@yunamusic Suka lagu lelaki tu , dengan terukir dibintang",2021-01-16 16:54:12+00:00,0,0,0,Twitter Web App,1350486521669844992,1350484390627840000,reply,Celebrity,"@yunamusic Love that man's song, with the star engraved on it",love mans song star engraved,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive,
9627,9627,snowsoapies,"@yunamusic Probably it brings nostalgia vibe I think thats why I like it, but no worries I still like your newer songs :)",2021-01-16 16:55:39+00:00,0,0,0,Twitter for Android,1350486889145352192,1350484390627840000,reply,Celebrity,"@yunamusic Probably it brings nostalgia vibe I think thats why I like it, but no worries I still like your newer songs :)",brings nostalgia vibe worries newer songs,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative,
9629,9629,ftth_lee,@yunamusic oh bulan...enggan melayan diriku lagi...dan lagu2 diradio seolah2 memerli aku...,2021-01-16 16:56:34+00:00,0,0,0,Twitter for Android,1350487119832072197,1350484390627840000,reply,Celebrity,@yunamusic oh moon...refuses to treat myself anymore...and the songs on the radio seem to want me...,moonrefuses treat anymoreand songs radio,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,Positive,
9630,9630,suhaidax,"@yunamusic I love DLNW! Maybe it is just difficult to top the ones that caught our hearts 12 years ago when we were so young and vulnerable and your songs were so relatable ✨You still make good music,definitely",2021-01-16 17:00:39+00:00,0,0,0,Twitter for iPhone,1350488146794827783,1350484390627840000,reply,Celebrity,"@yunamusic I love DLNW! Maybe it is just difficult to top the ones that caught our hearts 12 years ago when we were so young and vulnerable and your songs were so relatable ✨You still make good music,definitely",love dlnw difficult caught hearts years ago young vulnerable songs relatable good musicdefinitely,"{'neg': 0.215, 'neu': 0.439, 'pos': 0.346, 'compound': 0.5719}",0.5719,Positive,
9633,9633,khlladli,"@yunamusic maybe a part of that is true. Apart from the good lyrics and melody, i practically lived up my high school life with your songs, and that was the time with some of the best memories. still listen to and support your new songs tho 🙌",2021-01-16 17:01:59+00:00,1,0,0,Twitter for Android,1350488481135427584,1350484390627840000,reply,Celebrity,"@yunamusic maybe a part of that is true. Apart from the good lyrics and melody, i practically lived up my high school life with your songs, and that was the time with some of the best memories. still listen to and support your new songs tho 🙌",true good lyrics melody practically lived high school life songs time memories listen support songs tho,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.8126}",0.8126,Positive,1.0
9635,9635,naimnezan,@yunamusic I sometimes play all your song on youtube over and over again.. But the old one always got me humming..,2021-01-16 17:03:01+00:00,0,0,0,Twitter for Android,1350488742033674241,1350484390627840000,reply,Celebrity,@yunamusic I sometimes play all your song on youtube over and over again.. But the old one always got me humming..,play song youtube humming,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,Positive,
9636,9636,natashagideon,@yunamusic I think most of us were in high school or uni when we fell in love with Yuna. Membesar dengan Yuna. Yuna je yang teman time break up time make up. My ex bf literally gave me your album pastu bila break aku koyak dengar lagu Yuna 😂 and now it reminds me of growth. The newer songs,2021-01-16 17:07:30+00:00,99,9,1,Twitter for iPhone,1350489871538745345,1350484390627840000,reply,Celebrity,@yunamusic I think most of us were in high school or uni when we fell in love with Yuna. Membesar dengan Yuna. Yuna je yang teman time break up time make up. My ex bf literally gave me your album pastu bila break aku koyak dengar lagu Yuna 😂 and now it reminds me of growth. The newer songs,high school uni fell love yuna membesar dengan yuna yuna je yang teman time break time bf literally album pastu bila break aku koyak dengar lagu yuna reminds growth newer songs,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.7783}",0.7783,Positive,0.0
9637,9637,thanswry,"@yunamusic I like your new songs but I love your old songs .. that’s when I become fan of yours like most of the songs are related to what I was feeling back then and even now. Your news songs are pretty good as well, I’ll put on blast when I’m happy like the “dance like nobody’s watching”",2021-01-16 17:08:25+00:00,0,0,0,Twitter for iPhone,1350490098878431232,1350484390627840000,reply,Celebrity,"@yunamusic I like your new songs but I love your old songs .. that’s when I become fan of yours like most of the songs are related to what I was feeling back then and even now. Your news songs are pretty good as well, I’ll put on blast when I’m happy like the “dance like nobody’s watching”",songs love songs fan songs feeling news songs pretty good ill blast happy dance nobodys watching,"{'neg': 0.095, 'neu': 0.304, 'pos': 0.601, 'compound': 0.9325}",0.9325,Positive,
9638,9638,thegoodnewdays_,"@yunamusic chapters is my favorite project by you, it fit perfectly with what i was going through at the time. it's older but not 12 years older lol.",2021-01-16 17:08:54+00:00,16,1,0,Twitter Web App,1350490220962185226,1350484390627840000,reply,Celebrity,"@yunamusic chapters is my favorite project by you, it fit perfectly with what i was going through at the time. it's older but not 12 years older lol.",chapters favorite project fit perfectly time older years older lol,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.91}",0.91,Positive,
9639,9639,ezzwanmardzi,"@yunamusic I remember discovering Dan Sebenarnya &amp; Deeper Conversation for the very first time back in 2006/2007 from a stolen mp3 player in my dorm room. I was sold, big time. Those were still raw records at that time I suppose?",2021-01-16 17:12:46+00:00,0,0,0,Twitter for iPhone,1350491196649402368,1350484390627840000,reply,Celebrity,"@yunamusic I remember discovering Dan Sebenarnya &amp; Deeper Conversation for the very first time back in 2006/2007 from a stolen mp3 player in my dorm room. I was sold, big time. Those were still raw records at that time I suppose?",remember discovering dan sebenarnya deeper conversation time stolen mp player dorm room sold big time raw records time suppose,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative,
9640,9640,intanurathrh,@yunamusic langit 🥺🥺 remind me of my friends and being free....,2021-01-16 17:12:57+00:00,0,0,0,Twitter for Android,1350491242962948097,1350484390627840000,reply,Celebrity,@yunamusic langit 🥺🥺 remind me of my friends and being free....,langit remind friends free,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.7506}",0.7506,Positive,
9641,9641,RaizilA,"@yunamusic Personally, I love your music from the old songs to the newest ones. But I kinda feel more attached to the message/story untold in your old songs. The lyrics, the storyline overall and the music. But please keep on evolving, you will always have your fans’ support.",2021-01-16 17:12:59+00:00,6,1,0,Twitter for iPhone,1350491250852470786,1350484390627840000,reply,Celebrity,"@yunamusic Personally, I love your music from the old songs to the newest ones. But I kinda feel more attached to the message/story untold in your old songs. The lyrics, the storyline overall and the music. But please keep on evolving, you will always have your fans’ support.",personally love music songs newest kinda feel attached messagestory untold songs lyrics storyline music evolving fans support,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7845}",0.7845,Positive,
9643,9643,4niald,@yunamusic I LOVE MOUNTAIN!!!!!!!! AND LULLABIES 😭😭😭😭😭 i always dengar time hujan and before tido tau! feel gilaaaa 😢,2021-01-16 17:18:32+00:00,1,0,0,Twitter for iPhone,1350492647870267394,1350484390627840000,reply,Celebrity,@yunamusic I LOVE MOUNTAIN!!!!!!!! AND LULLABIES 😭😭😭😭😭 i always dengar time hujan and before tido tau! feel gilaaaa 😢,love mountain lullabies dengar time hujan tido tau feel gilaaaa,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,Positive,
9644,9644,imansaneii,@yunamusic Dubstep was goated back then and seeing you on MrSuicideSheep made me happy that we have a local out here,2021-01-16 17:20:35+00:00,0,0,0,Twitter for Android,1350493162393882625,1350484390627840000,reply,Celebrity,@yunamusic Dubstep was goated back then and seeing you on MrSuicideSheep made me happy that we have a local out here,dubstep goated mrsuicidesheep happy local,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,Positive,
